transaction_id,Sta,station_name,Dest,dest_station_name,Line,LineCC,PrType,TxT,FarT,Value,TrxDetail,InsertionDateTime
28127,151,Lajpat Nagar,167,Badkal Mor,Violet Line,VL,Other,Exit,Concession,30.00,OT-20240509-716056,2024-05-09 11:28:32
28128,1,Samaypur Badli,100,Shastri Park,Yellow Line,YL,QR Ticket,Exit,Adult,60.00,QR-20240627-285302,2024-06-27 13:03:47
28129,13,Chandni Chowk,27,Saket,Yellow Line,YL,Other,Exit,Adult,40.00,OT-20240804-479891,2024-08-04 08:12:37
28130,139,Pandit Shree Ram Sharma,125,Madipur,Green Line,GL,QR Ticket,Entry,Student,50.00,QR-20240708-349190,2024-07-08 08:08:38
28131,67,Mandi House,41,Dwarka Sector 10,Blue Line (N),BLN,QR Ticket,Entry,Adult,30.00,QR-20240624-644300,2024-06-24 09:42:52
28132,76,Noida Sector 16,80,Noida City Centre,Blue Line (N),BLN,Other,Exit,Adult,40.00,OT-20240705-169130,2024-07-05 17:58:48
28133,18,Central Secretariat,6,Azadpur,Yellow Line,YL,Other,Exit,Adult,60.00,OT-20240519-250062,2024-05-19 11:46:16
28134,46,Dwarka,52,Janakpuri East,Blue Line (N),BLN,Other,Exit,Adult,60.00,OT-20240804-909564,2024-08-04 12:35:31
28135,18,Central Secretariat,16,Rajiv Chowk,Yellow Line,YL,QR Ticket,Exit,Concession,30.00,QR-20240727-208847,2024-07-27 16:24:10
28136,18,Central Secretariat,36,IFFCO Chowk,Yellow Line,YL,Other,Exit,Student,30.00,OT-20240705-149874,2024-07-05 18:12:41
28137,25,Hauz Khas,36,IFFCO Chowk,Yellow Line,YL,Other,Exit,Adult,40.00,OT-20240801-672470,2024-08-01 19:55:07
28138,57,Ramesh Nagar,64,Jhandewalan,Blue Line (N),BLN,Other,Entry,Adult,40.00,OT-20240610-753118,2024-06-10 17:10:35
28139,25,Hauz Khas,33,Guru Dronacharya,Yellow Line,YL,QR Ticket,Exit,Senior Citizen,30.00,QR-20240705-502300,2024-07-05 19:36:57
28140,97,Pratap Nagar,102,Welcome,Red Line,RL,Other,Exit,Senior Citizen,40.00,OT-20240530-642484,2024-05-30 13:31:58
28141,5,Adarsh Nagar,121,Vaishali,Yellow Line,YL,Other,Entry,Adult,30.00,OT-20240803-360849,2024-08-03 17:20:34
28142,99,Tis Hazari,102,Welcome,Red Line,RL,Other,Exit,Student,20.00,OT-20240803-893444,2024-08-03 19:44:51
28143,103,Shahdara,111,Mohan Nagar,Red Line,RL,QR Ticket,Exit,Adult,10.00,QR-20240624-556587,2024-06-24 10:51:43
28144,133,Rajdhani Park,132,Nangloi Railway Station,Green Line,GL,Other,Entry,Adult,50.00,OT-20240522-124664,2024-05-22 05:21:24
28145,12,Kashmere Gate,22,INA,Yellow Line,YL,Other,Exit,Concession,40.00,OT-20240725-257044,2024-07-25 11:22:12
28146,22,INA,8,Guru Tegh Bahadur Nagar,Yellow Line,YL,Other,Exit,Concession,40.00,OT-20240618-422709,2024-06-18 13:41:10
28147,141,Brigadier Hoshiar Singh,132,Nangloi Railway Station,Green Line,GL,Other,Exit,Adult,30.00,OT-20240430-941124,2024-04-30 10:11:38
28148,54,Subhash Nagar,74,New Ashok Nagar,Blue Line (N),BLN,Other,Exit,Adult,40.00,OT-20240513-443638,2024-05-13 09:42:21
28149,24,Green Park,4,Jahangirpuri,Yellow Line,YL,Other,Entry,Adult,30.00,OT-20240525-262842,2024-05-25 16:08:52
28150,40,Dwarka Sector 9,38,Dwarka Sector 21,Blue Line (N),BLN,Other,Entry,Senior Citizen,50.00,OT-20240802-711955,2024-08-02 13:34:57
28151,16,Rajiv Chowk,93,Keshav Puram,Yellow Line,YL,Other,Exit,Concession,50.00,OT-20240526-617632,2024-05-26 17:39:32
28152,97,Pratap Nagar,114,Shaheed Sthal,Red Line,RL,QR Ticket,Entry,Adult,60.00,QR-20240527-134195,2024-05-27 16:22:30
28153,25,Hauz Khas,7,Model Town,Yellow Line,YL,Other,Exit,Adult,50.00,OT-20240626-823604,2024-06-26 09:02:21
28154,88,Rohini West,102,Welcome,Red Line,RL,Other,Exit,Concession,40.00,OT-20240608-752421,2024-06-08 22:13:22
28155,167,Badkal Mor,165,Mewala Maharajpur,Violet Line,VL,Other,Entry,Senior Citizen,60.00,OT-20240715-976812,2024-07-15 09:54:56
28156,151,Lajpat Nagar,146,ITO,Violet Line,VL,QR Ticket,Entry,Student,50.00,QR-20240601-173722,2024-06-01 07:58:12
28157,58,Moti Nagar,43,Dwarka Sector 12,Blue Line (N),BLN,Other,Entry,Senior Citizen,30.00,OT-20240509-699605,2024-05-09 16:12:33
28158,34,Sikanderpur,17,Patel Chowk,Yellow Line,YL,Other,Exit,Student,30.00,OT-20240724-783996,2024-07-24 11:33:52
28159,72,Mayur Vihar-I,66,Barakhamba Road,Blue Line (N),BLN,Other,Exit,Student,30.00,OT-20240802-365490,2024-08-02 10:00:51
28160,92,Netaji Subhash Place,95,Inderlok,Red Line,RL,Other,Entry,Adult,20.00,OT-20240607-169089,2024-06-07 17:33:19
28161,97,Pratap Nagar,108,Raj Bagh,Red Line,RL,Other,Entry,Adult,40.00,OT-20240716-206889,2024-07-16 12:12:37
28162,17,Patel Chowk,6,Azadpur,Yellow Line,YL,Other,Entry,Concession,40.00,OT-20240511-113736,2024-05-11 12:08:11
28163,22,INA,26,Malviya Nagar,Yellow Line,YL,Other,Exit,Student,30.00,OT-20240510-349613,2024-05-10 16:39:18
28164,112,Arthala,108,Raj Bagh,Red Line,RL,Other,Exit,Senior Citizen,10.00,OT-20240728-088964,2024-07-28 20:22:25
28165,61,Patel Nagar,83,Noida Sector 61,Blue Line (N),BLN,Other,Exit,Concession,30.00,OT-20240723-442303,2024-07-23 15:11:40
28166,128,Peera Garhi,131,Nangloi,Green Line,GL,Other,Entry,Adult,40.00,OT-20240504-209238,2024-05-04 14:46:24
28167,87,Rithala,96,Shastri Nagar,Red Line,RL,Other,Exit,Concession,60.00,OT-20240730-827415,2024-07-30 08:11:30
28168,31,Ghitorni,17,Patel Chowk,Yellow Line,YL,Other,Exit,Concession,40.00,OT-20240612-386921,2024-06-12 17:19:17
28169,9,Vishwavidyalaya,3,Haiderpur Badli Mor,Yellow Line,YL,QR Ticket,Exit,Senior Citizen,30.00,QR-20240702-772422,2024-07-02 10:17:33
28170,1,Samaypur Badli,36,IFFCO Chowk,Yellow Line,YL,QR Ticket,Exit,Adult,40.00,QR-20240531-111345,2024-05-31 16:15:44
28171,25,Hauz Khas,12,Kashmere Gate,Yellow Line,YL,QR Ticket,Exit,Student,30.00,QR-20240523-288912,2024-05-23 10:25:44
28172,31,Ghitorni,37,HUDA City Centre,Yellow Line,YL,Other,Exit,Adult,40.00,OT-20240501-473466,2024-05-01 19:23:14
28173,39,Dwarka Sector 8,38,Dwarka Sector 21,Blue Line (N),BLN,Other,Entry,Adult,60.00,OT-20240529-570249,2024-05-29 18:48:46
28174,25,Hauz Khas,35,MG Road,Yellow Line,YL,Other,Exit,Adult,30.00,OT-20240521-749077,2024-05-21 07:17:27
28175,16,Rajiv Chowk,31,Ghitorni,Yellow Line,YL,Other,Exit,Senior Citizen,40.00,OT-20240604-262581,2024-06-04 14:37:19
28176,25,Hauz Khas,6,Azadpur,Yellow Line,YL,Other,Entry,Adult,10.00,OT-20240510-640503,2024-05-10 05:28:15
28177,107,Shaheed Nagar,94,Kanhaiya Nagar,Red Line,RL,Other,Exit,Student,60.00,OT-20240510-087719,2024-05-10 08:52:50
28178,79,Golf Course,60,Shadipur,Blue Line (N),BLN,Other,Exit,Adult,20.00,OT-20240629-299838,2024-06-29 20:37:55
28179,8,Guru Tegh Bahadur Nagar,24,Green Park,Yellow Line,YL,QR Ticket,Exit,Senior Citizen,60.00,QR-20240527-474818,2024-05-27 12:44:28
28180,34,Sikanderpur,12,Kashmere Gate,Yellow Line,YL,Other,Exit,Adult,30.00,OT-20240522-354288,2024-05-22 10:25:40
28181,17,Patel Chowk,36,IFFCO Chowk,Yellow Line,YL,Other,Exit,Adult,60.00,OT-20240519-755993,2024-05-19 18:50:57
28182,130,Maharaja Surajmal Stadium,140,Bahadurgarh City,Green Line,GL,QR Ticket,Exit,Concession,20.00,QR-20240610-190298,2024-06-10 17:06:45
28183,111,Mohan Nagar,87,Rithala,Red Line,RL,QR Ticket,Exit,Senior Citizen,40.00,QR-20240703-594142,2024-07-03 00:39:20
28184,119,Anand Vihar,120,Kaushambi,Blue Line (V),BLV,Other,Entry,Concession,50.00,OT-20240717-018507,2024-07-17 21:39:51
28185,97,Pratap Nagar,98,Pulbangash,Red Line,RL,Other,Exit,Adult,60.00,OT-20240727-850442,2024-07-27 08:17:38
28186,25,Hauz Khas,21,Jor Bagh,Yellow Line,YL,Other,Exit,Senior Citizen,40.00,OT-20240707-609024,2024-07-07 20:37:50
28187,7,Model Town,22,INA,Yellow Line,YL,QR Ticket,Exit,Adult,40.00,QR-20240726-736733,2024-07-26 16:34:03
28188,15,New Delhi,2,Rohini Sector 18-19,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240504-113548,2024-05-04 07:14:50
28189,15,New Delhi,36,IFFCO Chowk,Yellow Line,YL,Other,Exit,Student,60.00,OT-20240607-272153,2024-06-07 23:08:57
28190,25,Hauz Khas,8,Guru Tegh Bahadur Nagar,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240701-954544,2024-07-01 21:05:18
28191,59,Kirti Nagar,77,Noida Sector 18,Blue Line (N),BLN,Other,Exit,Concession,50.00,OT-20240526-633436,2024-05-26 09:04:31
28192,66,Barakhamba Road,65,RK Ashram Marg,Blue Line (N),BLN,Other,Exit,Concession,30.00,OT-20240612-578229,2024-06-12 08:10:46
28193,119,Anand Vihar,120,Kaushambi,Blue Line (V),BLV,QR Ticket,Exit,Concession,30.00,QR-20240723-063048,2024-07-23 11:48:48
28194,8,Guru Tegh Bahadur Nagar,37,HUDA City Centre,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240608-809264,2024-06-08 18:32:44
28195,116,Nirman Vihar,118,Karkarduma,Blue Line (V),BLV,QR Ticket,Exit,Concession,30.00,QR-20240722-550538,2024-07-22 15:49:56
28196,25,Hauz Khas,34,Sikanderpur,Yellow Line,YL,Other,Entry,Concession,30.00,OT-20240716-989151,2024-07-16 15:08:49
28197,134,Mundka,142,Satguru Ram Singh Marg,Green Line,GL,Other,Entry,Adult,30.00,OT-20240508-626543,2024-05-08 08:52:56
28198,25,Hauz Khas,34,Sikanderpur,Yellow Line,YL,Other,Exit,Adult,50.00,OT-20240628-471447,2024-06-28 20:21:04
28199,34,Sikanderpur,35,MG Road,Yellow Line,YL,Other,Exit,Concession,50.00,OT-20240518-287734,2024-05-18 19:40:33
28200,129,Udyog Nagar,141,Brigadier Hoshiar Singh,Green Line,GL,Other,Entry,Student,30.00,OT-20240705-172461,2024-07-05 17:54:14
28201,13,Chandni Chowk,102,Welcome,Yellow Line,YL,Other,Exit,Concession,60.00,OT-20240615-210674,2024-06-15 08:54:56
28202,16,Rajiv Chowk,29,Chhatarpur,Yellow Line,YL,QR Ticket,Entry,Adult,50.00,QR-20240720-040923,2024-07-20 08:24:35
28203,37,HUDA City Centre,26,Malviya Nagar,Yellow Line,YL,QR Ticket,Exit,Adult,30.00,QR-20240621-777313,2024-06-21 16:00:42
28204,1,Samaypur Badli,6,Azadpur,Yellow Line,YL,Other,Entry,Adult,30.00,OT-20240615-398913,2024-06-15 15:24:31
28205,15,New Delhi,14,Chawri Bazar,Yellow Line,YL,QR Ticket,Entry,Student,40.00,QR-20240711-731385,2024-07-11 08:28:15
28206,131,Nangloi,142,Satguru Ram Singh Marg,Green Line,GL,Other,Exit,Adult,40.00,OT-20240502-635592,2024-05-02 20:31:25
28207,129,Udyog Nagar,123,Punjabi Bagh,Green Line,GL,NCMC,Entry,Adult,30.00,NC-20240606-110873,2024-06-06 12:34:27
28208,34,Sikanderpur,12,Kashmere Gate,Yellow Line,YL,QR Ticket,Entry,Adult,40.00,QR-20240505-482557,2024-05-05 17:39:26
28209,100,Shastri Park,87,Rithala,Red Line,RL,QR Ticket,Entry,Adult,50.00,QR-20240705-268234,2024-07-05 21:01:23
28210,151,Lajpat Nagar,168,Old Faridabad,Violet Line,VL,Other,Exit,Concession,40.00,OT-20240527-638601,2024-05-27 15:17:33
28211,33,Guru Dronacharya,12,Kashmere Gate,Yellow Line,YL,Other,Exit,Adult,50.00,OT-20240628-719375,2024-06-28 18:59:52
28212,16,Rajiv Chowk,4,Jahangirpuri,Yellow Line,YL,Other,Exit,Senior Citizen,60.00,OT-20240617-048248,2024-06-17 12:31:50
28213,66,Barakhamba Road,59,Kirti Nagar,Blue Line (N),BLN,Other,Entry,Adult,50.00,OT-20240617-464334,2024-06-17 09:20:56
28214,97,Pratap Nagar,91,Kohat Enclave,Red Line,RL,Other,Exit,Adult,20.00,OT-20240604-880447,2024-06-04 12:23:04
28215,25,Hauz Khas,11,Civil Lines,Yellow Line,YL,Other,Exit,Concession,20.00,OT-20240602-925570,2024-06-02 07:17:33
28216,37,HUDA City Centre,1,Samaypur Badli,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240530-258952,2024-05-30 09:53:47
28217,37,HUDA City Centre,8,Guru Tegh Bahadur Nagar,Yellow Line,YL,QR Ticket,Exit,Adult,50.00,QR-20240719-341388,2024-07-19 08:42:47
28218,61,Patel Nagar,84,Noida Sector 59,Blue Line (N),BLN,QR Ticket,Entry,Adult,30.00,QR-20240506-677670,2024-05-06 12:19:19
28219,115,Laxmi Nagar,120,Kaushambi,Blue Line (V),BLV,QR Ticket,Exit,Senior Citizen,30.00,QR-20240729-814133,2024-07-29 09:49:07
28220,16,Rajiv Chowk,7,Model Town,Yellow Line,YL,QR Ticket,Entry,Concession,50.00,QR-20240514-309230,2024-05-14 06:06:24
28221,25,Hauz Khas,69,Indraprastha,Yellow Line,YL,Other,Exit,Adult,60.00,OT-20240721-568679,2024-07-21 18:52:49
28222,51,Janakpuri West,50,Uttam Nagar East,Blue Line (N),BLN,QR Ticket,Exit,Senior Citizen,40.00,QR-20240704-768138,2024-07-04 16:45:57
28223,123,Punjabi Bagh,133,Rajdhani Park,Green Line,GL,QR Ticket,Entry,Adult,40.00,QR-20240515-244648,2024-05-15 11:37:46
28224,18,Central Secretariat,13,Chandni Chowk,Yellow Line,YL,Other,Exit,Student,20.00,OT-20240511-910628,2024-05-11 11:08:31
28225,97,Pratap Nagar,92,Netaji Subhash Place,Red Line,RL,Other,Exit,Adult,30.00,OT-20240729-095579,2024-07-29 19:48:04
28226,22,INA,25,Hauz Khas,Yellow Line,YL,Other,Exit,Concession,60.00,OT-20240727-207411,2024-07-27 08:50:09
28227,16,Rajiv Chowk,11,Civil Lines,Yellow Line,YL,Other,Exit,Adult,60.00,OT-20240618-171486,2024-06-18 10:40:53
28228,51,Janakpuri West,59,Kirti Nagar,Blue Line (N),BLN,QR Ticket,Entry,Adult,50.00,QR-20240620-859484,2024-06-20 18:18:59
28229,102,Welcome,95,Inderlok,Red Line,RL,QR Ticket,Exit,Adult,60.00,QR-20240609-713141,2024-06-09 20:29:17
28230,118,Karkarduma,116,Nirman Vihar,Blue Line (V),BLV,Other,Exit,Senior Citizen,50.00,OT-20240502-356466,2024-05-02 11:45:51
28231,32,Arjan Garh,162,Badarpur Border,Yellow Line,YL,QR Ticket,Exit,Concession,50.00,QR-20240728-731728,2024-07-28 14:24:32
28232,87,Rithala,113,Hindon River,Red Line,RL,Other,Entry,Adult,40.00,OT-20240719-883772,2024-07-19 08:47:11
28233,62,Rajendra Place,58,Moti Nagar,Blue Line (N),BLN,Other,Exit,Student,40.00,OT-20240627-030504,2024-06-27 18:24:16
28234,15,New Delhi,9,Vishwavidyalaya,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240605-291205,2024-06-05 07:01:27
28235,37,HUDA City Centre,15,New Delhi,Yellow Line,YL,Other,Entry,Adult,20.00,OT-20240728-516792,2024-07-28 10:50:35
28236,34,Sikanderpur,7,Model Town,Yellow Line,YL,QR Ticket,Entry,Adult,30.00,QR-20240626-437887,2024-06-26 18:43:05
28237,29,Chhatarpur,32,Arjan Garh,Yellow Line,YL,Other,Exit,Adult,20.00,OT-20240712-744708,2024-07-12 18:55:02
28238,151,Lajpat Nagar,18,Central Secretariat,Violet Line,VL,QR Ticket,Entry,Adult,60.00,QR-20240515-198885,2024-05-15 10:33:08
28239,22,INA,11,Civil Lines,Yellow Line,YL,Other,Exit,Senior Citizen,30.00,OT-20240616-366419,2024-06-16 15:38:56
28240,29,Chhatarpur,14,Chawri Bazar,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240513-126407,2024-05-13 20:32:04
28241,31,Ghitorni,25,Hauz Khas,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240705-763291,2024-07-05 15:48:08
28242,16,Rajiv Chowk,24,Green Park,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240619-851169,2024-06-19 19:49:15
28243,87,Rithala,96,Shastri Nagar,Red Line,RL,Other,Exit,Adult,40.00,OT-20240526-413020,2024-05-26 09:29:18
28244,15,New Delhi,33,Guru Dronacharya,Yellow Line,YL,QR Ticket,Entry,Concession,40.00,QR-20240724-595821,2024-07-24 18:40:29
28245,16,Rajiv Chowk,30,Sultanpur,Yellow Line,YL,QR Ticket,Entry,Adult,50.00,QR-20240530-538208,2024-05-30 17:37:24
28246,116,Nirman Vihar,120,Kaushambi,Blue Line (V),BLV,Other,Exit,Student,50.00,OT-20240502-003368,2024-05-02 18:59:50
28247,134,Mundka,123,Punjabi Bagh,Green Line,GL,QR Ticket,Entry,Adult,40.00,QR-20240506-073626,2024-05-06 08:27:49
28248,141,Brigadier Hoshiar Singh,140,Bahadurgarh City,Green Line,GL,Other,Entry,Adult,60.00,OT-20240520-889746,2024-05-20 19:29:06
28249,16,Rajiv Chowk,1,Samaypur Badli,Yellow Line,YL,QR Ticket,Exit,Senior Citizen,30.00,QR-20240703-042112,2024-07-03 17:33:53
28250,115,Laxmi Nagar,116,Nirman Vihar,Blue Line (V),BLV,Other,Entry,Student,20.00,OT-20240717-671557,2024-07-17 17:40:16
28251,12,Kashmere Gate,9,Vishwavidyalaya,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240620-478400,2024-06-20 19:56:51
28252,87,Rithala,100,Shastri Park,Red Line,RL,Other,Entry,Adult,60.00,OT-20240722-275188,2024-07-22 07:23:47
28253,42,Dwarka Sector 11,43,Dwarka Sector 12,Blue Line (N),BLN,QR Ticket,Exit,Student,40.00,QR-20240612-144642,2024-06-12 08:26:27
28254,17,Patel Chowk,11,Civil Lines,Yellow Line,YL,Other,Entry,Concession,50.00,OT-20240715-357862,2024-07-15 09:27:50
28255,99,Tis Hazari,90,Pitampura,Red Line,RL,Other,Exit,Adult,50.00,OT-20240711-889162,2024-07-11 09:25:52
28256,73,Mayur Vihar Extension,39,Dwarka Sector 8,Blue Line (N),BLN,Other,Entry,Student,30.00,OT-20240514-538843,2024-05-14 13:43:54
28257,20,Lok Kalyan Marg,24,Green Park,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240710-269719,2024-07-10 09:08:21
28258,97,Pratap Nagar,91,Kohat Enclave,Red Line,RL,Other,Exit,Adult,20.00,OT-20240727-524499,2024-07-27 08:23:07
28259,97,Pratap Nagar,114,Shaheed Sthal,Red Line,RL,Other,Exit,Adult,10.00,OT-20240518-853951,2024-05-18 09:19:30
28260,36,IFFCO Chowk,3,Haiderpur Badli Mor,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240609-383559,2024-06-09 07:10:54
28261,35,MG Road,74,New Ashok Nagar,Yellow Line,YL,Other,Exit,Student,50.00,OT-20240604-192245,2024-06-04 10:38:14
28262,99,Tis Hazari,106,Dilshad Garden,Red Line,RL,NCMC,Entry,Adult,50.00,NC-20240610-678736,2024-06-10 21:09:04
28263,15,New Delhi,17,Patel Chowk,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240527-743147,2024-05-27 13:50:14
28264,15,New Delhi,6,Azadpur,Yellow Line,YL,Other,Exit,Adult,60.00,OT-20240715-348948,2024-07-15 19:57:57
28265,25,Hauz Khas,2,Rohini Sector 18-19,Yellow Line,YL,Other,Exit,Adult,50.00,OT-20240729-956637,2024-07-29 16:56:49
28266,25,Hauz Khas,30,Sultanpur,Yellow Line,YL,Other,Exit,Senior Citizen,30.00,OT-20240711-724867,2024-07-11 09:33:32
28267,46,Dwarka,42,Dwarka Sector 11,Blue Line (N),BLN,Other,Exit,Adult,40.00,OT-20240620-614722,2024-06-20 18:56:52
28268,19,Udyog Bhawan,18,Central Secretariat,Yellow Line,YL,QR Ticket,Entry,Adult,20.00,QR-20240511-058120,2024-05-11 06:08:05
28269,134,Mundka,124,Shivaji Park,Green Line,GL,Other,Exit,Adult,20.00,OT-20240730-618809,2024-07-30 15:26:54
28270,134,Mundka,122,Ashok Park Main,Green Line,GL,Other,Entry,Adult,50.00,OT-20240706-126602,2024-07-06 19:31:41
28271,117,Preet Vihar,115,Laxmi Nagar,Blue Line (V),BLV,Other,Entry,Student,30.00,OT-20240714-860566,2024-07-14 13:09:43
28272,39,Dwarka Sector 8,57,Ramesh Nagar,Blue Line (N),BLN,QR Ticket,Entry,Senior Citizen,30.00,QR-20240516-063922,2024-05-16 12:33:36
28273,22,INA,29,Chhatarpur,Yellow Line,YL,Other,Entry,Concession,40.00,OT-20240512-414721,2024-05-12 12:16:37
28274,25,Hauz Khas,18,Central Secretariat,Yellow Line,YL,QR Ticket,Entry,Student,30.00,QR-20240612-271259,2024-06-12 17:20:35
28275,96,Shastri Nagar,108,Raj Bagh,Red Line,RL,Other,Entry,Adult,50.00,OT-20240604-322025,2024-06-04 08:58:29
28276,115,Laxmi Nagar,118,Karkarduma,Blue Line (V),BLV,Other,Entry,Adult,40.00,OT-20240430-554871,2024-04-30 12:51:30
28277,12,Kashmere Gate,20,Lok Kalyan Marg,Yellow Line,YL,NCMC,Exit,Concession,20.00,NC-20240522-288064,2024-05-22 20:21:37
28278,51,Janakpuri West,73,Mayur Vihar Extension,Blue Line (N),BLN,Other,Exit,Student,10.00,OT-20240428-752715,2024-04-28 17:25:45
28279,102,Welcome,97,Pratap Nagar,Red Line,RL,QR Ticket,Entry,Student,50.00,QR-20240804-070427,2024-08-04 07:07:25
28280,37,HUDA City Centre,24,Green Park,Yellow Line,YL,Other,Entry,Senior Citizen,40.00,OT-20240614-304684,2024-06-14 07:55:13
28281,2,Rohini Sector 18-19,35,MG Road,Yellow Line,YL,NCMC,Entry,Adult,40.00,NC-20240622-714549,2024-06-22 21:21:10
28282,25,Hauz Khas,3,Haiderpur Badli Mor,Yellow Line,YL,Other,Entry,Concession,30.00,OT-20240719-493712,2024-07-19 07:15:22
28283,119,Anand Vihar,118,Karkarduma,Blue Line (V),BLV,Other,Entry,Adult,50.00,OT-20240610-982042,2024-06-10 11:43:53
28284,97,Pratap Nagar,110,Shyam Park,Red Line,RL,QR Ticket,Entry,Adult,40.00,QR-20240506-227443,2024-05-06 20:13:29
28285,26,Malviya Nagar,3,Haiderpur Badli Mor,Yellow Line,YL,Other,Entry,Senior Citizen,50.00,OT-20240710-869509,2024-07-10 17:05:00
28286,41,Dwarka Sector 10,49,Uttam Nagar West,Blue Line (N),BLN,Other,Entry,Adult,30.00,OT-20240607-314638,2024-06-07 15:03:38
28287,59,Kirti Nagar,84,Noida Sector 59,Blue Line (N),BLN,Other,Entry,Student,40.00,OT-20240702-023790,2024-07-02 08:25:33
28288,18,Central Secretariat,19,Udyog Bhawan,Yellow Line,YL,Other,Exit,Adult,50.00,OT-20240520-162112,2024-05-20 10:04:00
28289,25,Hauz Khas,26,Malviya Nagar,Yellow Line,YL,Other,Entry,Concession,10.00,OT-20240520-336390,2024-05-20 08:11:58
28290,34,Sikanderpur,32,Arjan Garh,Yellow Line,YL,Other,Exit,Adult,50.00,OT-20240630-260413,2024-06-30 21:31:45
28291,22,INA,2,Rohini Sector 18-19,Yellow Line,YL,Other,Entry,Student,20.00,OT-20240601-036618,2024-06-01 12:02:09
28292,128,Peera Garhi,132,Nangloi Railway Station,Green Line,GL,Other,Entry,Concession,30.00,OT-20240723-663879,2024-07-23 12:54:26
28293,18,Central Secretariat,15,New Delhi,Yellow Line,YL,QR Ticket,Exit,Adult,50.00,QR-20240711-445987,2024-07-11 19:19:30
28294,12,Kashmere Gate,3,Haiderpur Badli Mor,Yellow Line,YL,QR Ticket,Entry,Adult,50.00,QR-20240731-524382,2024-07-31 23:28:52
28295,72,Mayur Vihar-I,38,Dwarka Sector 21,Blue Line (N),BLN,Other,Exit,Adult,50.00,OT-20240706-587668,2024-07-06 21:10:51
28296,25,Hauz Khas,32,Arjan Garh,Yellow Line,YL,Other,Entry,Senior Citizen,60.00,OT-20240614-886317,2024-06-14 11:05:36
28297,6,Azadpur,30,Sultanpur,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240531-673720,2024-05-31 20:50:22
28298,119,Anand Vihar,121,Vaishali,Blue Line (V),BLV,Other,Exit,Senior Citizen,50.00,OT-20240609-088996,2024-06-09 08:53:26
28299,12,Kashmere Gate,35,MG Road,Yellow Line,YL,Other,Entry,Concession,60.00,OT-20240517-141941,2024-05-17 19:28:02
28300,119,Anand Vihar,118,Karkarduma,Blue Line (V),BLV,Other,Exit,Student,20.00,OT-20240701-989335,2024-07-01 19:22:48
28301,85,Noida Sector 62,41,Dwarka Sector 10,Blue Line (N),BLN,QR Ticket,Entry,Student,60.00,QR-20240722-768881,2024-07-22 13:16:58
28302,22,INA,18,Central Secretariat,Yellow Line,YL,Other,Exit,Adult,30.00,OT-20240721-691531,2024-07-21 18:48:53
28303,61,Patel Nagar,62,Rajendra Place,Blue Line (N),BLN,QR Ticket,Entry,Concession,60.00,QR-20240611-418253,2024-06-11 20:25:00
28304,22,INA,25,Hauz Khas,Yellow Line,YL,Other,Exit,Student,40.00,OT-20240630-279065,2024-06-30 09:17:44
28305,78,Botanical Garden,51,Janakpuri West,Blue Line (N),BLN,Other,Exit,Student,60.00,OT-20240712-092883,2024-07-12 20:41:29
28306,12,Kashmere Gate,21,Jor Bagh,Yellow Line,YL,Other,Exit,Adult,30.00,OT-20240503-060047,2024-05-03 09:44:35
28307,121,Vaishali,118,Karkarduma,Blue Line (V),BLV,Other,Entry,Adult,40.00,OT-20240530-250510,2024-05-30 07:51:11
28308,83,Noida Sector 61,47,Dwarka Mor,Blue Line (N),BLN,Other,Entry,Adult,30.00,OT-20240531-429836,2024-05-31 12:43:06
28309,123,Punjabi Bagh,127,Paschim Vihar West,Green Line,GL,Other,Entry,Student,30.00,OT-20240602-349456,2024-06-02 19:09:14
28310,87,Rithala,113,Hindon River,Red Line,RL,Other,Exit,Adult,40.00,OT-20240624-437736,2024-06-24 18:29:41
28311,87,Rithala,94,Kanhaiya Nagar,Red Line,RL,Other,Exit,Concession,40.00,OT-20240519-537217,2024-05-19 07:57:48
28312,87,Rithala,17,Patel Chowk,Red Line,RL,Other,Entry,Adult,50.00,OT-20240730-969047,2024-07-30 05:03:23
28313,7,Model Town,25,Hauz Khas,Yellow Line,YL,Other,Entry,Concession,50.00,OT-20240713-213787,2024-07-13 19:05:17
28314,77,Noida Sector 18,70,Yamuna Bank,Blue Line (N),BLN,QR Ticket,Entry,Adult,60.00,QR-20240520-437531,2024-05-20 22:40:35
28315,16,Rajiv Chowk,54,Subhash Nagar,Yellow Line,YL,Other,Exit,Student,30.00,OT-20240629-315905,2024-06-29 09:00:53
28316,37,HUDA City Centre,19,Udyog Bhawan,Yellow Line,YL,Other,Entry,Adult,60.00,OT-20240718-046372,2024-07-18 14:36:23
